author/canDm,author/canMediaTag,author/coverPicture,author/createdAt,author/description,author/entities/url/urls/0/display_url,author/entities/url/urls/0/url,author/favouritesCount,author/followers,author/following,author/hasCustomTimelines,author/isBlueVerified,author/location,author/mediaCount,author/name,author/pinnedTweetIds/0,author/profilePicture,author/statusesCount,author/twitterUrl,author/url,author/userName,author/verifiedType,bookmarkCount,card/legacy/user_refs_results/0/result/legacy/screen_name,conversationId,createdAt,entities/hashtags/0/indices/0,entities/hashtags/0/indices/1,entities/hashtags/0/text,fullText,id,inReplyToId,inReplyToUsername,isConversationControlled,isQuote,isReply,lang,likeCount,possiblySensitive,quote/author/canDm,quote/author/canMediaTag,quote/author/createdAt,quote/author/followers,quote/author/following,quote/author/id,quote/author/isBlueVerified,quote/author/isVerified,quote/author/location,quote/author/name,quote/isPinned,quote/lang,quote/likeCount,quote/possiblySensitive,quote/quoteCount,quote/replyCount,quote/retweetCount,quote/text,quote/viewCount,quoteCount,quoteId,replyCount,retweetCount,source,text,twitterUrl,viewCount,platform
FALSO,FALSO,https://pbs.twimg.com/profile_banners/132660706/1678676918,Tue Apr 13 21:11:39 +0000 2010,"Periodista. Autora de Lo que no borró el desierto (Planeta, 2020). Escribo.",planetadelibros.com.co/libro-lo-que-n,https://t.co/r1ptaW1J2d,14400,83432,1320,VERDADERO,FALSO,,1096,Diana López Zuleta,"1,66427E+33",https://pbs.twimg.com/profile_images/1728441680552968192/pVwjSdFu_normal.jpg,38590,https://twitter.com/dianalzuleta,https://x.com/dianalzuleta,dianalzuleta,,6,,"1,68788E+18",Sat Aug 05 17:34:16 +0000 2023,,,,"Una periodista cuyo mayor interés en la entrevista es buscar un titular y hasta se lo implora cuando le dice ""deme la frase"", que no se preocupa por comprender en el sentido profundo de la palabra, y una audiencia la de Semana acostumbrada a consumir clickbait.","1,68788E+18",,,FALSO,FALSO,FALSO,es,3748,,,,,,,,,,,,,,,,,,,,,31,,140,1392,Twitter for Android,"Una periodista cuyo mayor interés en la entrevista es buscar un titular y hasta se lo implora cuando le dice ""deme la frase"", que no se preocupa por comprender en el sentido profundo de la palabra, y una audiencia la de Semana acostumbrada a consumir clickbait.",https://twitter.com/dianalzuleta/status/1687879708615258112,876580.0,TikTok
VERDADERO,FALSO,https://pbs.twimg.com/profile_banners/900100015338782724/1722996161,Tue Aug 22 20:59:01 +0000 2017,"Superfluous elite, center-right Foucault curious, anti Med Twitter, expansive liberatory agenda, overbroad definition of fascist, DOJ bullier",,,223803,51340,4451,VERDADERO,VERDADERO,"Okay, Oklahoma ",1445,Coddled affluent professional,,https://pbs.twimg.com/profile_images/1865633541515616257/DEfsTHQJ_normal.jpg,14961,https://twitter.com/feelsdesperate,https://x.com/feelsdesperate,feelsdesperate,,18,,"1,87491E+18",Thu Jan 02 19:52:02 +0000 2025,,,,"Misinformation handwringing is primarily a reaction on the part of legacy institutions who have lost their ability to regiment and police the parameters and content of *acceptable discourse.*

Previously this was a source of great social, financial, and cultural power.

Now,","1,87491E+18",,,FALSO,FALSO,FALSO,en,313,,,,,,,,,,,,,,,,,,,,,1,,9,24,Twitter for iPhone,"Misinformation handwringing is primarily a reaction on the part of legacy institutions who have lost their ability to regiment and police the parameters and content of *acceptable discourse.*

Previously this was a source of great social, financial, and cultural power.

Now,",https://twitter.com/feelsdesperate/status/1874906516375163351,91140.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/29270179/1650458548,Mon Apr 06 19:13:03 +0000 2009,"Doctor en Economía. Profesor @iebusiness @IEB_Spain. Economista jefe @tressissv
Consejo @fundacionfil @MEMRIReports, @ActonInstitute .
Casado. Opinión personal",dlacalle.com,https://t.co/YUzZ6LAB10,43551,399448,3044,VERDADERO,VERDADERO,"London, England",13648,Daniel Lacalle,"1,51635E+34",https://pbs.twimg.com/profile_images/1457781869500518400/kL-zWq19_normal.jpg,136815,https://twitter.com/dlacalle,https://x.com/dlacalle,dlacalle,,7,YouTube,"1,88162E+18",Tue Jan 21 08:53:28 +0000 2025,,,,"@rtvenoticias Desinformación. Hace un comentario irónico ""aren't they a BRICS nation?""  por las amistades del gobierno actual.

https://t.co/1hcT2gOoPJ","1,88163E+18","1,88162E+34",rtvenoticias,FALSO,FALSO,VERDADERO,es,484,FALSO,,,,,,,,,,,,,,,,,,,,7,,15,182,Twitter Web App,"@rtvenoticias Desinformación. Hace un comentario irónico ""aren't they a BRICS nation?""  por las amistades del gobierno actual.

https://t.co/1hcT2gOoPJ",https://twitter.com/dlacalle/status/1881626151216640465,70280.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/483661728/1695640776,Sun Feb 05 08:00:20 +0000 2012,Women. Politics.,,,16045,416512,1724,VERDADERO,VERDADERO,"Accra, Ghana",5163,Bee ??,"1,88154E+32",https://pbs.twimg.com/profile_images/1720147401892065280/uGfwIKFB_normal.jpg,196212,https://twitter.com/Bridget_Otoo,https://x.com/Bridget_Otoo,Bridget_Otoo,,12,,"1,88021E+18",Fri Jan 17 10:58:22 +0000 2025,,,,"Fake News

Kindly disregard this list! https://t.co/ZJejBS8bz1","1,88021E+18",,,FALSO,FALSO,FALSO,en,471,FALSO,,,,,,,,,,,,,,,,,,,,8,,34,149,Twitter for iPhone,"Fake News

Kindly disregard this list! https://t.co/ZJejBS8bz1",https://twitter.com/Bridget_Otoo/status/1880208034498248812,477040.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/246939630/1733711013,Thu Feb 03 19:32:59 +0000 2011,"Author, FIRED UP, coming June 2025 / Speaker, organizer, founder emerita, @MomsDemand / Boardmember, @emergeamerica",firedupbook.com,https://t.co/wTCEdZ0TOt,227271,555172,17110,VERDADERO,VERDADERO,,12724,Shannon Watts,"1,86614E+34",https://pbs.twimg.com/profile_images/1865944843794698240/94GXP3MT_normal.jpg,169966,https://twitter.com/shannonrwatts,https://x.com/shannonrwatts,shannonrwatts,,4,mashable,"1,77776E+18",Tue Apr 09 18:19:09 +0000 2024,,,,"Thethe fake headline about Iran attacking Israel was apparently generated by Twitter's own official AI chatbot, Grok, and then promoted by Twitter's trending news product, Explore, on the first day of an updated version of the feature. https://t.co/D69pDf3Zch","1,77776E+18",,,FALSO,FALSO,FALSO,en,178,FALSO,,,,,,,,,,,,,,,,,,,,6,,8,86,Twitter Web App,"Thethe fake headline about Iran attacking Israel was apparently generated by Twitter's own official AI chatbot, Grok, and then promoted by Twitter's trending news product, Explore, on the first day of an updated version of the feature. https://t.co/D69pDf3Zch",https://twitter.com/shannonrwatts/status/1777763193634595090,181670.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1324379162421927939/1713819444,Thu Nov 05 15:53:14 +0000 2020,an investigation into truth & reality. Sometimes applied to football.,patreon.com/insidemechanics,https://t.co/Ez4PLvnHVs,43652,147039,1415,VERDADERO,VERDADERO,"London, England",4016,AI,"1,87886E+34",https://pbs.twimg.com/profile_images/1840886511077613568/Uzusf8iA_normal.jpg,48758,https://twitter.com/nonewthing,https://x.com/nonewthing,nonewthing,,48,,"1,87157E+18",Tue Dec 24 14:36:32 +0000 2024,,,,"Check Hazard's most popular performance vs Brazil.

It's all transition relief ball-carrying, manipulation and release. 

Not much different from what Grealish and Zaha were known for.","1,87157E+18",,,FALSO,FALSO,FALSO,en,1000,,,,,,,,,,,,,,,,,,,,,20,,37,63,Twitter for iPhone,"Check Hazard's most popular performance vs Brazil.

It's all transition relief ball-carrying, manipulation and release. 

Not much different from what Grealish and Zaha were known for.",https://twitter.com/nonewthing/status/1871565626428518900,880930.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/3932768472/1538494894,Sun Oct 18 05:57:46 +0000 2015,The Savage Queen of Twitter. Host @AbsoluteWithE on https://t.co/tR7hoxwd6W. Ex-Newsmax & Ex-OANN WH Correspondent. Read me at: https://t.co/cxBgvYc7eC,emerald.tv,https://t.co/cxBgvYc7eC,49704,800526,9058,VERDADERO,VERDADERO,Appalachia ,526,Emerald Robinson ??,"1,88207E+34",https://pbs.twimg.com/profile_images/1047149053677514754/fbtPJUYI_normal.jpg,27210,https://twitter.com/EmeraldRobinson,https://x.com/EmeraldRobinson,EmeraldRobinson,,20,,"1,86983E+18",Thu Dec 19 19:43:15 +0000 2024,,,,"RIP: Neil Cavuto

Dead from spreading misinformation about Ivermectin and general stupidity at the age of 66.

I doubt even his own wife will remember him.","1,86983E+18",,,FALSO,VERDADERO,FALSO,en,1304,,VERDADERO,FALSO,Thu Feb 02 07:57:13 +0000 2012,264180.0,12250.0,4810617100,VERDADERO,FALSO,,Q8Adel,FALSO,en,1170.0,FALSO,100.0,320.0,450.0,@EmeraldRobinson @FoxNews Neil Cavuto cuts off Trump campaign press conference. https://t.co/HqkISHfZsm,469760.0,17,"1,86983E+33",87,369,Twitter Web App,"RIP: Neil Cavuto

Dead from spreading misinformation about Ivermectin and general stupidity at the age of 66.

I doubt even his own wife will remember him.",https://twitter.com/EmeraldRobinson/status/1869830875761999982,406800.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1683937299468263424/1729447992,Tue Jul 25 20:28:42 +0000 2023,"Podcast Host | Keynote Speaker | Veteran | Father

Do not pray for easy lives, pray to be stronger men
- J.F.K.",youtube.com/@SpeakTheTruth,https://t.co/TE7L0N10qH,2724,48368,445,FALSO,VERDADERO,,616,Matt Tardio,"1,88254E+33",https://pbs.twimg.com/profile_images/1848198638582779904/22EIvFdO_normal.jpg,5115,https://twitter.com/angertab,https://x.com/angertab,angertab,,12,,"1,87055E+18",Sat Dec 21 19:30:40 +0000 2024,,,,"All images were made with Grok to simulate the IDF detaining and executing civilians. 

Tonight, I am releasing a video on how this was done to showcase how easily AI can be manipulated to spread misinformation on social media. 

Link to YT channel in bio. Share for awareness. https://t.co/FWzRGOjID3","1,87055E+18",,,FALSO,FALSO,FALSO,en,139,FALSO,,,,,,,,,,,,,,,,,,,,4,,11,35,Twitter Web App,"All images were made with Grok to simulate the IDF detaining and executing civilians. 

Tonight, I am releasing a video on how this was done to showcase how easily AI can be manipulated to spread misinformation on social media. 

Link to YT channel in bio. Share for awareness. https://t.co/FWzRGOjID3",https://twitter.com/angertab/status/1870552485288685795,48450.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/320644276/1731576824,Mon Jun 20 08:25:53 +0000 2011,Sharing info with followers committed to ensuring that people in SA are safe. Account is not monitored 24/7. Emergencies contact 10111 / nearest Police Station.,saps.gov.za,https://t.co/zTiABl6kqw,7270,1325578,2682,VERDADERO,VERDADERO,"Pretoria, South Africa",75710,SA Police Service ????,,https://pbs.twimg.com/profile_images/1240583456268132354/zG-XCTWf_normal.jpg,122498,https://twitter.com/SAPoliceService,https://x.com/SAPoliceService,SAPoliceService,Government,15,,"1,88061E+18",Sat Jan 18 13:21:28 +0000 2025,0.0,70.0,sapsHQ,"#sapsHQ [STILFONTEIN MISINFORMATION]
The South African Police Service (SAPS) wishes to clarify certain issues pertaining to matters related to Stilfontein and condemns the ongoing peddling of misinformation and lies.

The first matter is that of the personal information of https://t.co/Okw7HqU1Tw","1,88061E+18",,,FALSO,FALSO,FALSO,en,301,FALSO,,,,,,,,,,,,,,,,,,,,13,,79,112,Twitter Web App,"#sapsHQ [STILFONTEIN MISINFORMATION]
The South African Police Service (SAPS) wishes to clarify certain issues pertaining to matters related to Stilfontein and condemns the ongoing peddling of misinformation and lies.

The first matter is that of the personal information of suspects arrested in the Stilfontein retrieval operation. The SAPS has since the commencement of the resurfacing of illegal miners, shared a list of those that have resurfaced and retrieved with two community leaders. This was firstly done to ensure transparency with communities but to also ensure that community members assist the police in finding the next of kin of those involved in the illegal mining operations. The SAPS has since learnt with dismay that these lists which includes names, nationalities and birth dates have been widely shared on various social media platforms. The SAPS is therefore investigating the sharing of suspects personal information in public.

The second issue is the peddling of lies and misinformation on the blasting of shaft 10 by police. The SAPS upon receipt of such allegation, instructed its explosives team to inspect shaft 10 for any sign of explosion - it was found that no such blasting or bombing as is referred to - took place. The SAPS reminds those behind this peddling, which according to the explosives act 26 of 1956 section 27 (1A), it is an offense to communicate false information regarding any explosion or alleged explosion. Those that do will be guilty of an offense - the SAPS is engaging its legal team on a way forward.

Thirdly, the allegation that police arrested one of the volunteers in this operation is devoid of truth. The volunteer according to the Department of Correctional Services (DCS) is a parolee and allegedly contravened his parole conditions. The SAPS refers this matter to the Department of Correctional Services (DCS) for further information and clarity. It should be noted, that the volunteer is not in police custody.

Vala Umgodi deployments continue to prevent and combat illicit mining activities in Stilfontein. NP
https://t.co/As3cZVHQnL",https://twitter.com/SAPoliceService/status/1880606432136978844,418810.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1326148545297133569/1686672580,Tue Nov 10 13:04:03 +0000 2020,"Secretario General de la ANTPJI, Perito en Informática Forense y en Documentoscopia UNED, Auditor Sistemas CISA, Hacker Ético CEHv7. ???? ????",ciberpro.es,https://t.co/gjZKtsmQSA,38312,33192,2534,VERDADERO,VERDADERO,Madrid,1534,Gabriel Araújo,,https://pbs.twimg.com/profile_images/1552614072226570241/GgCVz_P3_normal.jpg,9102,https://twitter.com/GabrielAraujoES,https://x.com/GabrielAraujoES,GabrielAraujoES,,50,,"1,86968E+18",Thu Dec 19 09:43:13 +0000 2024,,,,"?? Decían que esto era bulo, pero incluso los periódicos de izquierda lo están publicando: MARRUECOS PLANEA ARREBATAR CEUTA A ESPAÑA.

Lo venimos advirtiendo desde hace bastante y con el felón en el gobierno lo pueden lograr, porque Marruecos va a financiar organizaciones civiles https://t.co/eeXbdbqyqE","1,86968E+18",,,FALSO,FALSO,FALSO,es,1304,FALSO,,,,,,,,,,,,,,,,,,,,27,,73,974,Twitter Web App,"?? Decían que esto era bulo, pero incluso los periódicos de izquierda lo están publicando: MARRUECOS PLANEA ARREBATAR CEUTA A ESPAÑA.

Lo venimos advirtiendo desde hace bastante y con el felón en el gobierno lo pueden lograr, porque Marruecos va a financiar organizaciones civiles para que reclamen un referéndum de autodeterminación. Ése es el plan que ha revelado ahora el CNI.

Y no hemos perdido Melilla antes porque afortunadamente se descubrió el fraude electoral con la detención por el robo de papeletas y compra de votos del líder pro-marroquí Mustafa Aberchán, de Coalición por Melilla (CpM).

Luego irán a por Canarias, ya la están invadiendo para posicionar sus efectivos.

https://t.co/bzuV0Uq10x",https://twitter.com/GabrielAraujoES/status/1869679874434121884,237810.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/1608312662265315329/1672287915,Thu Dec 29 04:03:21 +0000 2022,Cuquiperiodismo investigativo. Resucitada y con la chucha raspada. Diosa del caos. Chúpalo irraela. Personaje ficticio. Cuenta parodia. Perfil informativo.,,,26095,80264,82,FALSO,VERDADERO,,3331,Cucalina Robollo (parody),"1,75272E+33",https://pbs.twimg.com/profile_images/1608313068089479175/FjPKnXRx_normal.jpg,23605,https://twitter.com/cuquirobollo22,https://x.com/cuquirobollo22,cuquirobollo22,,118,,"1,83263E+18",Sun Sep 08 04:17:07 +0000 2024,,,,"Me van a perdonar que les llegue con una dosis de terrible realidad pero valga la redundancia hay que ser realistas y lo digo para los que señalan que la noticia es falsa: Yo dudo mucho que Delcy Khalifa mienta con respecto a la partida a España de Edmundo González, es algo muy","1,83263E+18",,,FALSO,FALSO,FALSO,es,2693,,,,,,,,,,,,,,,,,,,,,22,,162,467,Twitter for Android,"Me van a perdonar que les llegue con una dosis de terrible realidad pero valga la redundancia hay que ser realistas y lo digo para los que señalan que la noticia es falsa: Yo dudo mucho que Delcy Khalifa mienta con respecto a la partida a España de Edmundo González, es algo muy serio y no va a quedar como estúpida asi que prepárense mentalmente para la confirmación de eso.
     Obviamente España dice que es para protegerlo pero la verdad es que el gobierno de Pedro Sánchez es colaborador de Maduro así que  se prestó para ""dar asilo"". Recuerden que uno de los grandes cómplices aquí es Zapatero que es del PSOE, igual que Pedro Sánchez. Ellos felices de complacer a Maduro. 
      De todos modos puedo concluir diciéndoles que pase lo que pase debemos estar todos con la cabeza en alto: Nosotros cumplimos con el papel que nos tocaba, mientras que los militares y la comunidad internacional se han hecho los ciegos ante nuestra desgracia. Ante cualquier cosa no tengan remordimientos, hemos hecho todo lo que está a nuestro alcance pero esto se sabía que podía terminar así porque enfrentamos a malandros. Lo único que puedo recomendar es esperar a enero para saber qué pasará porque es cuando Edmundo asume legalmente como presidente. Si todo queda igual, mi consejo es que todos los jóvenes agarren sus corotos y se vayan del país, es triste, pero real, porque de no concretarse algo significa que nadie nos va a ayudar. Se logró el objetivo que es ganar y si ellos no entregan por malandros eso ya escapa de nuestras manos así que podemos dormir con la conciencia limpia. Paciencia y les repito: prepárense mentalmente para cualquier escenario.",https://twitter.com/cuquirobollo22/status/1832634244193272015,2335530.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/52422182/1659370781,Tue Jun 30 15:20:55 +0000 2009,Columnista: La Jornada/ Director: LJ San Luis/ Astillero Informa 1-3 pm/ Videocharla Astillada.,julioastillero.com,https://t.co/sxNHNxYg9N,1191,867301,30289,VERDADERO,VERDADERO,Ciudad de México,40506,Julio Astillero,"1,88214E+34",https://pbs.twimg.com/profile_images/1553092499849322496/U1Iy3hqk_normal.png,332989,https://twitter.com/julioastillero,https://x.com/julioastillero,julioastillero,,8,,"1,88039E+18",Fri Jan 17 22:53:37 +0000 2025,10.0,180.0,AstilleroInforma,"??#AstilleroInforma | Adán Augusto y Monreal son el reflejo de una generación donde la política se reduce a simulación, deshonestidad y mentira. Ahora, poco a poco, la visión hacia los políticos comienza a limpiarse con personas como Luisa María Alcalde, Citlali Hernández y https://t.co/QP1uAlEfAG","1,88039E+18",,,FALSO,FALSO,FALSO,es,495,FALSO,,,,,,,,,,,,,,,,,,,,32,,225,147,Buffer App,"??#AstilleroInforma | Adán Augusto y Monreal son el reflejo de una generación donde la política se reduce a simulación, deshonestidad y mentira. Ahora, poco a poco, la visión hacia los políticos comienza a limpiarse con personas como Luisa María Alcalde, Citlali Hernández y Sheinbaum, quienes no crecieron dentro de la política priista: @HoracioFranco 

https://t.co/n5sSGFRRHA",https://twitter.com/julioastillero/status/1880388032890622242,231400.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/111462072/1714431969,Fri Feb 05 00:54:17 +0000 2010,???????Waterpolista????/ ??? Diputado por Madrid en el Congreso/ ??Secretario LGTBI ?????? del PSOE/???????Periodismo y Com. Audiovidual 2?? Másters,victorgs.com,https://t.co/XqYl6TZmhN,1789,49672,772,VERDADERO,VERDADERO,Madrid,1557,Víctor Gutiérrez,"1,732E+34",https://pbs.twimg.com/profile_images/1785081647378944000/Oc6a_zkT_normal.jpg,7321,https://twitter.com/victorg91,https://x.com/victorg91,victorg91,,5,,"1,8691E+18",Tue Dec 17 19:25:43 +0000 2024,,,,"?? La diputada del PP Marta González ha filtrado datos confidenciales del presidente del Gobierno a Rafael Hernando.

? Han querido utilizar esa información para publicar el BULO de que el presidente no asistiría a la sesión de control. 

? Es INADMISIBLE. Tienen que dimitir. https://t.co/BwiHSQI5A1","1,8691E+18",,,FALSO,FALSO,FALSO,es,442,FALSO,,,,,,,,,,,,,,,,,,,,10,,89,252,Twitter for iPhone,"?? La diputada del PP Marta González ha filtrado datos confidenciales del presidente del Gobierno a Rafael Hernando.

? Han querido utilizar esa información para publicar el BULO de que el presidente no asistiría a la sesión de control. 

? Es INADMISIBLE. Tienen que dimitir. https://t.co/BwiHSQI5A1",https://twitter.com/victorg91/status/1869101689678200979,226140.0,TikTok
VERDADERO,VERDADERO,https://pbs.twimg.com/profile_banners/2459644405/1398257807,Wed Apr 23 12:07:16 +0000 2014,"Writer, journalist, self-appointed media critic. Winner of the Martha Gellhorn Special Prize for Journalism",jonathan-cook.net,https://t.co/WBDe76zXE3,11151,157328,89,VERDADERO,VERDADERO,Bristol / Nazareth,1049,Jonathan Cook,"1,88116E+33",https://pbs.twimg.com/profile_images/458948119749619713/8ed1EDoY_normal.jpeg,18255,https://twitter.com/Jonathan_K_Cook,https://x.com/Jonathan_K_Cook,Jonathan_K_Cook,,25,,"1,87705E+18",Wed Jan 08 18:07:53 +0000 2025,,,,"Looking back, the brief furore over whether Israel was responsible for the attack on al-Ahli Baptist Hospital in Gaza seems nightmarishly quaint now. 

With the lack of any pushback, Israel intensified its consciousness warfare, creating a bubble of fake news to connect Gazas","1,87705E+18",,,FALSO,FALSO,FALSO,en,253,,,,,,,,,,,,,,,,,,,,,2,,10,127,Twitter Web App,"Looking back, the brief furore over whether Israel was responsible for the attack on al-Ahli Baptist Hospital in Gaza seems nightmarishly quaint now. 

With the lack of any pushback, Israel intensified its consciousness warfare, creating a bubble of fake news to connect Gazas hospitals to Hamas terrorism.

Within weeks, Israel was claiming to have discovered a Hamas terrorist base under Gazas al-Rantisi childrens hospital, with weapons stashes and a guard duty rota in Arabic for the Israeli hostages  except the rota was quickly shown to be nothing more than an innocuous calendar.

Israels biggest target was al-Shifa hospital, Gazas most important medical facility. Israel released a CGI-generated video showing it sitting atop an underground Hamas command and control centre. The claims were once again credulously aired by western media, though the Hamas bunker was never found.

These lies served their purpose, nonetheless. Even as Israel wrecked Gazas hospitals and denied entry to medical aid, leaving Gaza without any way to treat the men, women and children maimed by Israels relentless bombing, the media turned its focus away from these all-too-obvious crimes against humanity.

Instead, as Israel hoped, journalists expended their energies chasing after red herrings, trying to verify each individual lie.

The medias working premise appeared to be that, should the faintest hint of complicity between Hamas and a single hospital, or doctor, in Gaza be confirmed, Israels campaign to erase all medical facilities in the enclave and deny healthcare to 2.3 million people caught in its killing fields would be justified.

Notably, none of the stream of senior western doctors who volunteered in Gaza reported upon their return home having seen any sign of the armed Hamas terrorists who were supposedly crawling all over the hospitals in which they had worked.

These western doctors were rarely interviewed by the media as a counterpoint to Israels endless disinformation, which created the rationalisation for Israel to lay waste to Gazas hospitals and medical centres with utter abandon.

Soldiers invaded the hospitals one after another, destroying the wards, operating rooms and intensive care units.

Each forcible evacuation created its own trail of misery. Premature babies were left to starve or freeze to death inside their incubators. The critically ill were forced from their beds. Ambulances that tried to collect them were blown up. And each time, Gazas medical staff were rounded up, stripped of their clothing and disappeared.

Western journalists showed little interest, too, in the discovery of unidentified corpses in makeshift mass graves on hospital grounds after Israeli soldiers had finished their assaults  bodies that had been decapitated or mutilated, or showed indications of having been buried alive.

For these reasons and more, the UN Human Rights Office concluded last week that Gazas hospitals, the one sanctuary where Palestinians should have felt safe, in fact, became a death trap.

This is extract from my latest article Abu Safiya symbolised humanity in Gaza. Israel and the West are destroying it. The full article, and supporting links,  are available in the next post in this thread. ??",https://twitter.com/Jonathan_K_Cook/status/1877054635132989459,52520.0,TikTok
FALSO,VERDADERO,https://pbs.twimg.com/profile_banners/134671641/1733923441,Mon Apr 19 03:42:43 +0000 2010,"Trabajamos para garantizar un real acceso a la justicia para las víctimas, con enfoque de derechos humanos y contra la corrupción. ¡Infórmate!",fiscalia.gob.ec,https://t.co/oyXmEOjj08,1908,866960,194,VERDADERO,FALSO,Quito-Ecuador,39618,Fiscalía Ecuador,"1,87131E+33",https://pbs.twimg.com/profile_images/1866836330103087104/kMg4PSPX_normal.jpg,74117,https://twitter.com/FiscaliaEcuador,https://x.com/FiscaliaEcuador,FiscaliaEcuador,Government,16,,"1,73571E+18",Fri Dec 15 17:18:31 +0000 2023,0.0,90.0,ATENCIÓN,#ATENCIÓN | Esta noticia distorsionada y malintencionada es FALSA. La agente fiscal procesada en el #CasoMetástasis refirió que según ella consultó con la Fiscal Provincial. Lo que no dijo es que habría recibido una cadena que vale miles de dólares de la organización delictiva. https://t.co/APIXtRugT6,"1,73571E+18",,,FALSO,FALSO,FALSO,es,775,FALSO,,,,,,,,,,,,,,,,,,,,31,,187,453,Twitter Web App,#ATENCIÓN | Esta noticia distorsionada y malintencionada es FALSA. La agente fiscal procesada en el #CasoMetástasis refirió que según ella consultó con la Fiscal Provincial. Lo que no dijo es que habría recibido una cadena que vale miles de dólares de la organización delictiva. https://t.co/APIXtRugT6,https://twitter.com/FiscaliaEcuador/status/1735710944326545503,2420380.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/1565471830793756673/1675942938,Thu Sep 01 22:50:02 +0000 2022,"America is a constitutional Republic, not a democracy.",electionresultposter.com,https://t.co/AtsLsjvw7n,299861,198170,21276,VERDADERO,VERDADERO,"Loogootee, IN",4468,Mike Engleman????,"1,88066E+34",https://pbs.twimg.com/profile_images/1688228427092877313/BKEDwqQC_normal.jpg,275979,https://twitter.com/RealHickory,https://x.com/RealHickory,RealHickory,,2,,"1,87593E+18",Sun Jan 05 15:37:55 +0000 2025,2690.0,2830.0,Fedsurrection,"CNN is total 100% fake news, and @jaketapper is one of the biggest liars in fake news. @amyklobuchar is a clown. J6 was an inside job orchestrated by Nancy Pelosi and the FBI. There, I fixed it for you both! The truth is coming out, nothing you lie about will stop it!","1,87593E+18",,,FALSO,VERDADERO,FALSO,en,194,,VERDADERO,FALSO,Fri Jun 30 19:24:28 +0000 2023,3094440.0,6170.0,"1,67486E+34",VERDADERO,FALSO,,Western Lensman,FALSO,en,32900.0,FALSO,2120.0,17990.0,8820.0,"??On the eve of electoral certification, Jake Tapper tees up Amy Klobuchar to run the Trump incited an insurrection narrative:

Tapper: ""Are you worried that January 6th, the horrible things that happened that day are being forgotten?""

Klobuchar: The January 6th committee established for the historical record what happened...He led an insurrection.""",13220950.0,4,"1,87591E+33",28,93,Twitter for Android,"CNN is total 100% fake news, and @jaketapper is one of the biggest liars in fake news. @amyklobuchar is a clown. J6 was an inside job orchestrated by Nancy Pelosi and the FBI. There, I fixed it for you both! The truth is coming out, nothing you lie about will stop it! #Fedsurrection",https://twitter.com/RealHickory/status/1875929731842920499,81560.0,TikTok
FALSO,FALSO,https://pbs.twimg.com/profile_banners/268470229/1583670591,Fri Mar 18 21:02:44 +0000 2011,"Periodista a tiempo completo en @_infoLibre y analista político en televisión y radio. Autor del libro Al fondo a la izquierda'. Me equivoco, pero no miento.",infolibre.es,https://t.co/p2XkxWwRFl,7347,456744,1778,VERDADERO,FALSO,Madrid,6114,Jesús Maraña,"1,84991E+34",https://pbs.twimg.com/profile_images/1825874550128525313/t7onoz01_normal.jpg,72996,https://twitter.com/jesusmarana,https://x.com/jesusmarana,jesusmarana,,2,,"1,87727E+18",Thu Jan 09 08:26:00 +0000 2025,2130.0,2260.0,IdeasPropias,"Estamos asistiendo a una manipulación informativa de la realidad para atacar al Gobierno de la nación, a los rivales políticos y a cualquiera que no se someta a la mentira sin rechistar. Esto de @MJLandaburu en #IdeasPropias
https://t.co/THLqSy7OPU","1,87727E+18",,,FALSO,FALSO,FALSO,es,634,FALSO,,,,,,,,,,,,,,,,,,,,5,,76,425,Twitter Web App,"Estamos asistiendo a una manipulación informativa de la realidad para atacar al Gobierno de la nación, a los rivales políticos y a cualquiera que no se someta a la mentira sin rechistar. Esto de @MJLandaburu en #IdeasPropias
https://t.co/THLqSy7OPU",https://twitter.com/jesusmarana/status/1877270585715101841,74350.0,TikTok
